timestamp,light (lux),temperature (deg C),relative humidity (%),humidex,,User Ratings,,Type,Average,Normalized,,Optimal Values,
7/5/2022 8:31:17,655.4,22,53,24.2946629,,9,,Light,702.9942735,7.970057265,,500,"https://www.thegreenage.co.uk/lux-much-light-need/#:~:text=500%20lux%20%E2%80%93%20Retail%20spaces%20should,lux%20values%20may%20be%20needed."
7/5/2022 8:31:47,712.56,22,53,24.2946629,,10,,Temp,22.79487179,9.294871795,,23.5,"https://www.ccohs.ca/oshanswers/phys_agents/thermal_comfort.html#:~:text=Recommendations%20provided%20by%20CSA%20Z412,of%2020%2D23.5%C2%B0C"
7/5/2022 8:32:17,691.81,22,53,24.2946629,,8,,Humidity,25.46684001,9.53315999,,25,https://www.ccohs.ca/oshanswers/phys_agents/humidex.html
7/5/2022 8:32:47,683.42,22,53,24.2946629,,8,,,,,,,
7/5/2022 8:33:17,669.29,22,53,24.2946629,,9,,Average Rating,8.93269635,,,,
7/5/2022 8:33:47,680.26,22,53,24.2946629,,,,Class Average,8.75,,,,
7/5/2022 8:34:17,661.71,22,53,24.2946629,,,,,,,,,
7/5/2022 8:34:47,702.86,22,53,24.2946629,,,,,,,,,
7/5/2022 8:35:17,691.49,22,53,24.2946629,,,,,,,,,
7/5/2022 8:35:47,692.58,22,53,24.2946629,,,,,,,,,
7/5/2022 8:36:17,707.51,22,53,24.2946629,,,,,,,,,
7/5/2022 8:36:47,699.65,22,53,24.2946629,,,,,,,,,
7/5/2022 8:37:17,716.76,22,53,24.2946629,,,,,,,,,
7/5/2022 8:37:47,698.05,22,53,24.2946629,,,,,,,,,
7/5/2022 8:38:17,716.04,22,53,24.2946629,,,,,,,,,
7/5/2022 8:38:47,690.87,22,53,24.2946629,,,,,,,,,
7/5/2022 8:39:17,685.58,22,53,24.2946629,,,,,,,,,
7/5/2022 8:39:47,689.14,22,53,24.2946629,,,,,,,,,
7/5/2022 8:40:17,664.25,22,53,24.2946629,,,,,,,,,
7/5/2022 8:40:47,718.38,22,54,24.44352796,,,,,,,,,
7/5/2022 8:41:17,699.82,23,54,25.95297036,,,,,,,,,
7/5/2022 8:41:47,744.36,23,54,25.95297036,,,,,,,,,
7/5/2022 8:42:17,732.73,23,54,25.95297036,,,,,,,,,
7/5/2022 8:42:47,739.08,23,54,25.95297036,,,,,,,,,
7/5/2022 8:43:17,739.48,23,54,25.95297036,,,,,,,,,
7/5/2022 8:43:47,714.95,23,54,25.95297036,,,,,,,,,
7/5/2022 8:44:17,696.91,23,54,25.95297036,,,,,,,,,
7/5/2022 8:44:47,695.68,23,54,25.95297036,,,,,,,,,
7/5/2022 8:45:17,705.37,23,53,25.7945638,,,,,,,,,
7/5/2022 8:45:47,716.25,23,53,25.7945638,,,,,,,,,
7/5/2022 8:46:17,689.57,23,53,25.7945638,,,,,,,,,
7/5/2022 8:46:47,696.76,23,53,25.7945638,,,,,,,,,
7/5/2022 8:47:17,715.43,23,53,25.7945638,,,,,,,,,
7/5/2022 8:47:47,696.28,23,52,25.63619197,,,,,,,,,
7/5/2022 8:48:17,732.18,23,52,25.63619197,,,,,,,,,
7/5/2022 8:48:47,710.41,22,52,24.14582939,,,,,,,,,
7/5/2022 8:49:17,685.52,22,52,24.14582939,,,,,,,,,
7/5/2022 8:49:47,710.06,22,52,24.14582939,,,,,,,,,
7/5/2022 8:50:17,705.17,22,52,24.14582939,,,,,,,,,
7/5/2022 8:50:47,717.22,23,52,25.63619197,,,,,,,,,
7/5/2022 8:51:17,697.22,23,52,25.63619197,,,,,,,,,
7/5/2022 8:51:47,680.91,23,52,25.63619197,,,,,,,,,
7/5/2022 8:52:17,708.23,23,53,25.7945638,,,,,,,,,
7/5/2022 8:52:47,684.44,23,53,25.7945638,,,,,,,,,
7/5/2022 8:53:17,685.9,23,53,25.7945638,,,,,,,,,
7/5/2022 8:53:47,707.1,23,54,25.95297036,,,,,,,,,
7/5/2022 8:54:17,686.65,23,54,25.95297036,,,,,,,,,
7/5/2022 8:54:47,705.98,23,54,25.95297036,,,,,,,,,
7/5/2022 8:55:17,742.66,23,54,25.95297036,,,,,,,,,
7/5/2022 8:55:47,719.51,23,54,25.95297036,,,,,,,,,
7/5/2022 8:56:17,695.2,23,53,25.7945638,,,,,,,,,
7/5/2022 8:56:47,692.49,23,53,25.7945638,,,,,,,,,
7/5/2022 8:57:17,705.22,23,53,25.7945638,,,,,,,,,
7/5/2022 8:57:47,691.85,23,53,25.7945638,,,,,,,,,
7/5/2022 8:58:17,708.19,23,52,25.63619197,,,,,,,,,
7/5/2022 8:58:47,721.03,23,51,25.47785518,,,,,,,,,
7/5/2022 8:59:17,709.25,23,51,25.47785518,,,,,,,,,
7/5/2022 8:59:47,716.92,23,51,25.47785518,,,,,,,,,
7/5/2022 9:00:17,740.78,23,52,25.63619197,,,,,,,,,
7/5/2022 9:00:47,735.37,23,52,25.63619197,,,,,,,,,
7/5/2022 9:01:17,736.75,23,52,25.63619197,,,,,,,,,
7/5/2022 9:01:47,697.39,23,52,25.63619197,,,,,,,,,
7/5/2022 9:02:17,717.88,23,53,25.7945638,,,,,,,,,
7/5/2022 9:02:47,733.86,23,53,25.7945638,,,,,,,,,
7/5/2022 9:03:17,735.72,23,53,25.7945638,,,,,,,,,
7/5/2022 9:03:47,727.06,23,53,25.7945638,,,,,,,,,
7/5/2022 9:04:17,700.12,23,52,25.63619197,,,,,,,,,
7/5/2022 9:04:47,687.71,23,52,25.63619197,,,,,,,,,
7/5/2022 9:05:17,671.28,23,52,25.63619197,,,,,,,,,
7/5/2022 9:05:47,670.19,23,52,25.63619197,,,,,,,,,
7/5/2022 9:06:17,708.21,23,53,25.7945638,,,,,,,,,
7/5/2022 9:06:47,726.08,23,53,25.7945638,,,,,,,,,
7/5/2022 9:07:17,690.14,23,53,25.7945638,,,,,,,,,
7/5/2022 9:07:47,665.28,23,52,25.63619197,,,,,,,,,
7/5/2022 9:08:17,704.12,23,52,25.63619197,,,,,,,,,
7/5/2022 9:08:47,695.47,23,52,25.63619197,,,,,,,,,
7/5/2022 9:09:17,706.36,23,52,25.63619197,,,,,,,,,
7/5/2022 9:09:47,682.73,23,52,25.63619197,,,,,,,,,
7/5/2022 9:10:17,706.85,23,52,25.63619197,,,,,,,,,
7/5/2022 9:10:47,707.35,23,52,25.63619197,,,,,,,,,
7/5/2022 9:11:17,706.7,23,52,25.63619197,,,,,,,,,
7/5/2022 9:11:47,696.82,23,52,25.63619197,,,,,,,,,
7/5/2022 9:12:17,675.66,23,53,25.7945638,,,,,,,,,
7/5/2022 9:12:47,715.57,23,53,25.7945638,,,,,,,,,
7/5/2022 9:13:17,674.43,23,53,25.7945638,,,,,,,,,
7/5/2022 9:13:47,652.32,23,53,25.7945638,,,,,,,,,
7/5/2022 9:14:17,709.76,23,53,25.7945638,,,,,,,,,
7/5/2022 9:14:47,711.81,23,53,25.7945638,,,,,,,,,
7/5/2022 9:15:17,713.25,23,53,25.7945638,,,,,,,,,
7/5/2022 9:15:47,694.67,23,53,25.7945638,,,,,,,,,
7/5/2022 9:16:17,725.61,23,53,25.7945638,,,,,,,,,
7/5/2022 9:16:47,687.64,23,53,25.7945638,,,,,,,,,
7/5/2022 9:17:17,686.25,23,53,25.7945638,,,,,,,,,
7/5/2022 9:17:47,692.76,23,53,25.7945638,,,,,,,,,
7/5/2022 9:18:17,708.02,23,53,25.7945638,,,,,,,,,
7/5/2022 9:18:47,718.55,23,54,25.95297036,,,,,,,,,
7/5/2022 9:19:17,695.72,23,54,25.95297036,,,,,,,,,
7/5/2022 9:19:47,681.52,23,54,25.95297036,,,,,,,,,
7/5/2022 9:20:17,713.57,23,54,25.95297036,,,,,,,,,
7/5/2022 9:20:47,726.16,23,54,25.95297036,,,,,,,,,
7/5/2022 9:21:17,709.29,23,54,25.95297036,,,,,,,,,
7/5/2022 9:21:47,669.01,23,54,25.95297036,,,,,,,,,
7/5/2022 9:22:17,693.19,23,53,25.7945638,,,,,,,,,
7/5/2022 9:22:47,686.36,23,53,25.7945638,,,,,,,,,
7/5/2022 9:23:17,728.6,23,53,25.7945638,,,,,,,,,
7/5/2022 9:23:47,712.83,23,53,25.7945638,,,,,,,,,
7/5/2022 9:24:17,728.15,23,53,25.7945638,,,,,,,,,
7/5/2022 9:24:47,708.83,23,52,25.63619197,,,,,,,,,
7/5/2022 9:25:17,717,23,52,25.63619197,,,,,,,,,
7/5/2022 9:25:47,717.18,23,52,25.63619197,,,,,,,,,
7/5/2022 9:26:17,697.41,23,52,25.63619197,,,,,,,,,
7/5/2022 9:26:47,680.5,23,52,25.63619197,,,,,,,,,
7/5/2022 9:27:17,698.96,23,53,25.7945638,,,,,,,,,
7/5/2022 9:27:47,743.71,23,53,25.7945638,,,,,,,,,
7/5/2022 9:28:17,702.95,23,53,25.7945638,,,,,,,,,
7/5/2022 9:28:47,716.53,23,54,25.95297036,,,,,,,,,
7/5/2022 9:29:17,676.75,23,54,25.95297036,,,,,,,,,